device: mps
target network: ON (Nature 2015)
double DQN:     OFF (standard max target)
ep    10 | step     1221 | reward     6.88 | avg100    -1.86 | eps 0.989 | q     nan |   81.8 steps/s | 0.2 min
ep  1750 | step   374174 | reward   848.39 | avg100   726.86 | eps 0.100 | q  404.64 |   49.3 steps/s | 126.6 min
ep  1760 | step   376633 | reward   826.32 | avg100   744.77 | eps 0.100 | q  402.81 |   49.3 steps/s | 127.3 min
ep  1770 | step   379102 | reward   828.57 | avg100   742.42 | eps 0.100 | q  410.10 |   49.2 steps/s | 128.5 min
ep  1780 | step   381442 | reward   855.48 | avg100   736.92 | eps 0.100 | q  399.34 |   49.2 steps/s | 129.2 min
ep  1790 | step   383864 | reward   845.58 | avg100   744.67 | eps 0.100 | q  411.87 |   49.3 steps/s | 129.9 min
ep  1800 | step   386364 | reward   715.60 | avg100   744.28 | eps 0.100 | q  417.46 |   49.3 steps/s | 130.6 min
ep  1810 | step   388800 | reward   759.78 | avg100   761.09 | eps 0.100 | q  404.91 |   49.3 steps/s | 131.3 min
ep  1820 | step   391300 | reward   700.00 | avg100   762.56 | eps 0.100 | q  418.09 |   49.4 steps/s | 132.0 min
ep  1830 | step   393789 | reward   606.67 | avg100   757.40 | eps 0.100 | q  417.52 |   49.4 steps/s | 132.8 min
ep  1840 | step   396234 | reward   830.31 | avg100   760.95 | eps 0.100 | q  406.93 |   49.5 steps/s | 133.5 min
ep  1850 | step   398734 | reward   436.14 | avg100   753.89 | eps 0.100 | q  419.74 |   49.5 steps/s | 134.2 min

done (reached --steps). 400000 steps over 1855 episodes in 2.25 h (135.1 min). best avg100 782.92
