update,step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,lr
648,1294704,0.0323,7.92016,-0.83207,0.047643,0.5058,0.6147,0.0003526
649,1296702,0.02406,8.1413,-0.88781,0.016862,0.4629,0.6177,0.0003516
650,1298700,0.0221,8.74236,-0.84557,0.020403,0.4432,0.6732,0.0003507
651,1300698,0.02517,8.90929,-0.80328,0.022079,0.4745,0.6254,0.0003497
652,1302696,0.01794,7.98405,-0.67414,0.024246,0.375,0.7521,0.0003487
653,1304694,0.02057,8.38256,-0.69168,0.016613,0.3968,0.7253,0.0003477
654,1306692,0.0213,8.11766,-0.69615,0.023446,0.4205,0.6979,0.0003467
655,1308690,0.02312,8.56121,-0.60848,0.026682,0.3868,0.6482,0.0003457
656,1310688,0.02215,7.43538,-0.76482,0.021687,0.4301,0.7111,0.0003447
657,1312686,0.02551,8.45969,-0.86555,1.4357365637167496e+35,0.5336,0.6229,0.0003437
658,1314684,0.01661,7.96594,-0.68437,0.015756,0.388,0.7059,0.0003427
659,1316682,0.0146,7.8918,-0.72988,0.021858,0.4263,0.6965,0.0003417
660,1318680,0.02141,7.16873,-0.58877,0.024664,0.4244,0.7101,0.0003407
661,1320678,0.01614,6.96157,-0.74668,0.012348,0.4313,0.7254,0.0003397
662,1322676,0.01834,6.43791,-0.71385,6.646139582783767e+34,0.4373,0.7292,0.0003387
663,1324674,0.01853,7.00589,-0.82564,0.031239,0.4679,0.6835,0.0003377
664,1326672,0.02845,7.09358,-0.65923,0.037161,0.4256,0.7004,0.0003367
665,1328670,0.02609,6.75759,-0.84794,6.049691158687788e+34,0.4924,0.6325,0.0003357
666,1330668,0.0206,6.24302,-0.72139,0.015751,0.4523,0.7689,0.0003347
667,1332666,0.02108,9.32053,-0.92852,1.3292279165567534e+35,0.5149,0.5287,0.0003337
668,1334664,0.01565,7.97227,-0.78712,0.018603,0.4498,0.673,0.0003327
669,1336662,0.02575,7.94303,-0.71347,0.024127,0.4969,0.6696,0.0003317
670,1338660,0.02404,8.24686,-0.79422,0.030727,0.5121,0.6509,0.0003307
671,1340658,0.01298,8.70424,-0.83337,0.016453,0.4759,0.6452,0.0003297
672,1342656,0.02069,7.98802,-0.6894,0.022623,0.469,0.7289,0.0003287
673,1344654,0.02072,8.42706,-0.86253,0.025436,0.4534,0.7254,0.0003277
674,1346652,0.0163,7.92433,-0.89372,0.014247,0.4317,0.6856,0.0003267
675,1348650,0.01132,7.59577,-0.79468,0.015586,0.4358,0.7491,0.0003257
676,1350648,0.02341,8.20761,-0.93747,0.025703,0.4716,0.5981,0.0003247
677,1352646,0.01677,8.22257,-0.83265,0.027716,0.439,0.7007,0.0003237
678,1354644,0.01901,7.35377,-0.77598,0.029065,0.4001,0.7304,0.0003227
679,1356642,0.02359,7.38382,-0.87466,0.027739,0.4516,0.6867,0.0003217
680,1358640,0.01854,7.6493,-0.91173,0.023348,0.4761,0.6863,0.0003207
681,1360638,0.02105,7.88591,-0.81387,0.027644,0.4701,0.7312,0.0003197
682,1362636,0.02508,7.40668,-0.84985,0.021729,0.4936,0.7298,0.0003187
683,1364634,0.02014,8.85866,-0.94559,3.3230697913918834e+34,0.4514,0.6644,0.0003177
684,1366632,0.0189,8.34263,-0.85975,0.018441,0.5039,0.6668,0.0003167
685,1368630,0.02146,7.92019,-0.89131,0.022121,0.4978,0.6437,0.0003157
686,1370628,0.01942,8.01673,-0.8417,0.01975,0.4535,0.731,0.0003147
687,1372626,0.02474,8.66281,-0.7997,0.034232,0.4772,0.7067,0.0003137
688,1374624,0.01645,6.97616,-0.78138,0.020735,0.4385,0.755,0.0003127
689,1376622,0.01752,7.24321,-0.93892,0.024185,0.5005,0.7189,0.0003117
690,1378620,0.02348,7.53852,-0.77591,4.984604687087825e+34,0.4931,0.7258,0.0003107
691,1380618,0.01902,8.39085,-0.7886,0.025713,0.4106,0.7514,0.0003097
692,1382616,0.02538,8.68212,-0.84921,1.6615348956959417e+35,0.517,0.6975,0.0003087
693,1384614,0.02119,9.25011,-0.86405,0.029731,0.5598,0.6594,0.0003077
694,1386612,0.01304,8.31854,-0.68694,0.016997,0.427,0.7426,0.0003067
695,1388610,0.01354,8.12632,-0.61331,0.015419,0.3825,0.7679,0.0003057
696,1390608,0.02622,9.15844,-0.79169,1.6615348956959417e+34,0.4605,0.7377,0.0003047
697,1392606,0.01866,9.02788,-0.79014,0.026931,0.4793,0.6862,0.0003037
698,1394604,0.02652,8.50714,-0.71253,0.01934,0.4206,0.758,0.0003027
699,1396602,0.01963,7.4309,-0.7513,0.015196,0.4411,0.7786,0.0003017
700,1398600,0.02745,8.19441,-0.68419,0.033109,0.4679,0.6954,0.0003007
701,1400598,0.02005,6.77842,-0.6851,0.029421,0.4551,0.7132,0.0002997
702,1402596,0.02594,7.20338,-0.62941,1.99384187483513e+35,0.4208,0.7138,0.0002987
703,1404594,0.0247,6.45567,-0.606,0.067988,0.4111,0.7203,0.0002977
704,1406592,0.02963,6.6137,-0.54834,0.025441,0.4386,0.6795,0.0002967
705,1408590,0.02363,6.39078,-0.65502,0.024077,0.4608,0.7209,0.0002957
706,1410588,0.03403,6.67754,-0.71125,0.04164,0.5087,0.772,0.0002947
707,1412586,0.0333,6.54171,-0.68766,2.1003505219951263e+35,0.5382,0.6875,0.0002937
708,1414584,0.02311,6.37006,-0.78772,0.02666,0.5095,0.7019,0.0002927
709,1416582,0.01177,7.38355,-0.70199,0.016783,0.3957,0.7041,0.0002917
710,1418580,0.01752,6.0,-0.66901,1.1630744269871592e+35,0.4488,0.7668,0.0002907
711,1420578,0.03037,7.70339,-0.71016,3.3230697913918834e+34,0.5026,0.6646,0.0002897
712,1422576,0.03371,7.09575,-0.6728,0.035383,0.4682,0.7275,0.0002887
713,1424574,0.019,7.30054,-0.62132,1.1630744269871592e+35,0.3503,0.751,0.0002877
714,1426572,0.03125,7.81643,-0.70965,0.03267,0.4518,0.6743,0.0002867
715,1428570,0.02716,7.34425,-0.72406,1.6018900532863438e+35,0.418,0.74,0.0002857
716,1430568,0.02122,8.87171,-0.80028,0.025088,0.4722,0.6845,0.0002847
717,1432566,0.02339,8.70627,-0.79598,0.022906,0.4874,0.7194,0.0002837
718,1434564,0.02444,8.64684,-0.6929,1.3292279165567534e+35,0.4285,0.7367,0.0002827
719,1436562,0.02047,8.83615,-0.59491,0.027781,0.3755,0.7309,0.0002817
720,1438560,0.01832,7.78629,-0.66118,0.017023,0.3994,0.7134,0.0002807
721,1440558,0.03065,7.44181,-0.68426,3.3230697913918834e+34,0.4366,0.7281,0.0002797
722,1442556,0.0153,8.59186,-0.59968,0.01781,0.369,0.6959,0.0002787
723,1444554,0.01721,6.59028,-0.51216,0.024817,0.3703,0.6846,0.0002777
724,1446552,0.01709,6.02519,-0.47831,1.1034295845775613e+35,0.2941,0.7103,0.0002767
725,1448550,0.02426,6.24047,-0.5402,6.646139582783767e+34,0.3895,0.6677,0.0002757
726,1450548,0.02276,4.54398,-0.45199,0.030871,0.3994,0.6909,0.0002747
727,1452546,0.02415,4.58296,-0.55057,3.3230697913918834e+34,0.3771,0.723,0.0002737
728,1454544,0.01844,5.60342,-0.55306,0.024158,0.4034,0.7212,0.0002727
729,1456542,0.02505,5.52081,-0.49796,0.040884,0.3816,0.7003,0.0002717
730,1458540,0.03174,5.47678,-0.47723,0.031703,0.4021,0.67,0.0002707
731,1460538,0.02099,4.53763,-0.43782,0.031325,0.3662,0.7126,0.0002697
732,1462536,0.01683,5.32197,-0.46727,3.3230697913918834e+34,0.4158,0.7204,0.0002687
733,1464534,0.02567,5.35097,-0.53653,0.030568,0.4668,0.6843,0.0002677
734,1466532,0.04068,5.62289,-0.58918,1.3292279165567534e+35,0.5291,0.6362,0.0002667
735,1468530,0.01991,5.38134,-0.57037,0.020106,0.3964,0.7369,0.0002657
736,1470528,0.01716,5.35392,-0.69515,2.8118282850239013e+35,0.454,0.7719,0.0002647
737,1472526,0.02903,7.17203,-0.53343,0.032901,0.3969,0.6952,0.0002637
738,1474524,0.0232,6.42879,-0.59269,6.646139582783767e+34,0.4363,0.7104,0.0002627
739,1476522,0.02969,5.23206,-0.65671,1.6615348956959417e+34,0.5359,0.696,0.0002617
740,1478520,0.0271,6.60328,-0.64963,0.016732,0.4375,0.7069,0.0002607
741,1480518,0.02794,6.45604,-0.59605,1.3292279165567534e+35,0.452,0.6855,0.0002597
742,1482516,0.02991,5.63773,-0.68463,0.0361,0.5343,0.6815,0.0002587
743,1484514,0.01791,6.09403,-0.49322,0.026283,0.3802,0.7046,0.0002577
744,1486512,0.01809,5.23601,-0.48116,0.020996,0.3935,0.7223,0.0002567
745,1488510,0.02665,5.51832,-0.4696,0.025699,0.4384,0.715,0.0002557
746,1490508,0.02836,5.09226,-0.57656,0.040275,0.4973,0.6945,0.0002547
747,1492506,0.02882,5.75946,-0.58864,2.7266213672959043e+34,0.4841,0.7138,0.0002537
748,1494504,0.03002,5.6573,-0.42534,0.035272,0.3873,0.6634,0.0002527
749,1496502,0.02528,5.47451,-0.54386,0.024483,0.4615,0.7404,0.0002517
750,1498500,0.05547,5.18696,-0.546,0.045114,0.4873,0.6697,0.0002508
751,1500498,0.04545,4.99471,-0.4926,0.046607,0.5295,0.6946,0.0002498
752,1502496,0.01636,5.19833,-0.37206,0.016048,0.3474,0.7368,0.0002488
753,1504494,0.02393,4.85799,-0.39158,0.027067,0.3698,0.6331,0.0002478
754,1506492,0.02721,4.59688,-0.38435,0.02095,0.3838,0.6231,0.0002468
755,1508490,0.0301,4.14037,-0.38371,0.046189,0.3802,0.6289,0.0002458
756,1510488,0.01836,3.43949,-0.31326,1.3292279165567534e+35,0.3438,0.668,0.0002448
757,1512486,0.01624,3.5483,-0.35532,0.024433,0.3648,0.5829,0.0002438
758,1514484,0.02164,4.05417,-0.42185,0.013391,0.3921,0.6459,0.0002428
759,1516482,0.03118,3.51905,-0.35257,0.019806,0.3813,0.6726,0.0002418
760,1518480,0.01942,4.39772,-0.35513,0.021398,0.345,0.5839,0.0002408
761,1520478,0.02362,3.46979,-0.31989,3.3230697913918834e+34,0.3495,0.6401,0.0002398
762,1522476,0.01183,3.83082,-0.37897,0.015234,0.3872,0.6543,0.0002388
763,1524474,0.01934,3.55191,-0.29659,0.015491,0.3005,0.7055,0.0002378
764,1526472,0.01656,3.56111,-0.3454,0.01405,0.3309,0.6685,0.0002368
765,1528470,0.0303,3.86133,-0.34692,0.036199,0.3752,0.6181,0.0002358
766,1530468,0.01653,3.50517,-0.29196,0.012504,0.2849,0.5498,0.0002348
767,1532466,0.02585,3.94998,-0.30437,0.014788,0.3084,0.5529,0.0002338
768,1534464,0.01814,3.98526,-0.39157,6.646139582783767e+34,0.3429,0.6346,0.0002328
769,1536462,0.01602,3.14001,-0.26989,0.014825,0.3168,0.7112,0.0002318
770,1538460,0.0231,3.51059,-0.33425,0.033951,0.3489,0.6481,0.0002308
771,1540458,0.01664,3.13226,-0.28627,0.027067,0.3124,0.6563,0.0002298
772,1542456,0.01605,3.56703,-0.27174,8.3076744784797085e+34,0.259,0.6524,0.0002288
773,1544454,0.01718,3.12831,-0.29362,0.019132,0.3189,0.611,0.0002278
774,1546452,0.01354,3.34931,-0.27124,0.008102,0.2618,0.6316,0.0002268
775,1548450,0.01974,3.48446,-0.32571,1.1034295845775613e+35,0.3115,0.596,0.0002258
776,1550448,0.01436,3.84492,-0.26483,3.3230697913918834e+34,0.2604,0.6399,0.0002248
777,1552446,0.01284,4.08165,-0.2982,0.011858,0.3021,0.6055,0.0002238
778,1554444,0.01745,3.43797,-0.27227,0.017552,0.3096,0.6571,0.0002228
779,1556442,0.02435,3.54295,-0.29112,0.017814,0.3328,0.5956,0.0002218
780,1558440,0.01781,3.62803,-0.32083,0.022923,0.33,0.5309,0.0002208
781,1560438,0.01479,3.67465,-0.29248,0.015502,0.3076,0.6558,0.0002198
782,1562436,0.01781,3.60546,-0.30219,1.3292279165567534e+35,0.3326,0.5826,0.0002188
783,1564434,0.01436,3.2475,-0.2891,0.011848,0.3116,0.5785,0.0002178
784,1566432,0.02041,3.08512,-0.33133,0.01864,0.3618,0.6479,0.0002168
785,1568430,0.01461,4.024,-0.41057,0.01413,0.3534,0.699,0.0002158
786,1570428,0.02024,3.74732,-0.36122,0.029877,0.39,0.6676,0.0002148
787,1572426,0.01551,3.99643,-0.32974,0.010323,0.3398,0.7163,0.0002138
788,1574424,0.02093,4.57985,-0.37386,0.01771,0.3976,0.5747,0.0002128
789,1576422,0.02347,3.97052,-0.39455,0.018048,0.3728,0.7021,0.0002118
790,1578420,0.01477,4.36324,-0.40337,8.3076744784797085e+34,0.3565,0.7132,0.0002108
791,1580418,0.02256,4.36346,-0.38367,4.984604687087825e+34,0.4398,0.6592,0.0002098
792,1582416,0.02032,4.09305,-0.41593,0.014729,0.4129,0.7151,0.0002088
793,1584414,0.02145,4.55441,-0.42425,1.6615348956959417e+34,0.4655,0.6876,0.0002078
794,1586412,0.02079,4.97447,-0.44764,0.013984,0.4316,0.7216,0.0002068
795,1588410,0.03138,4.94934,-0.39073,8.3076744784797085e+34,0.449,0.6194,0.0002058
796,1590408,0.02956,4.56414,-0.43256,0.042672,0.3805,0.7112,0.0002048
797,1592406,0.01642,4.75538,-0.48395,0.014407,0.3976,0.7698,0.0002038
798,1594404,0.03074,5.27945,-0.45991,0.032148,0.4175,0.6947,0.0002028
799,1596402,0.0174,5.23644,-0.50191,0.014918,0.442,0.7708,0.0002018
800,1598400,0.02792,5.45184,-0.44156,0.029079,0.4485,0.7671,0.0002008
801,1600398,0.06294,5.50361,-0.26725,0.07323,0.4251,0.697,0.0001998
802,1602396,0.03779,3.50919,-0.17523,0.022327,0.3286,0.5497,0.0001988
803,1604394,0.01083,3.40042,-0.20471,0.006445,0.3051,0.5534,0.0001978
804,1606392,0.00974,2.47423,-0.23495,0.007024,0.3547,0.6794,0.0001968
805,1608390,0.00961,2.7276,-0.18328,0.005807,0.2773,0.518,0.0001958
806,1610388,0.01691,2.13513,-0.22011,0.006878,0.3553,0.6683,0.0001948
807,1612386,0.0148,2.70173,-0.26087,0.014859,0.3708,0.6262,0.0001938
808,1614384,0.01096,1.86707,-0.19545,0.012181,0.3239,0.6793,0.0001928
809,1616382,0.01258,2.04549,-0.19462,0.006234,0.3188,0.5921,0.0001918
810,1618380,0.01265,1.93869,-0.21172,0.007046,0.3475,0.604,0.0001908
811,1620378,0.00595,2.08355,-0.2032,0.006385,0.2725,0.6888,0.0001898
812,1622376,0.00996,2.4713,-0.21519,0.008645,0.2935,0.6638,0.0001888
813,1624374,0.0121,2.06143,-0.20907,0.006966,0.3129,0.5974,0.0001878
814,1626372,0.01744,2.52353,-0.21402,0.010456,0.3219,0.6573,0.0001868
815,1628370,0.01865,2.26379,-0.16126,0.010938,0.3132,0.586,0.0001858
816,1630368,0.02177,2.03822,-0.1862,0.017849,0.3697,0.5821,0.0001848
817,1632366,0.01361,2.16301,-0.18207,0.008278,0.2884,0.604,0.0001838
818,1634364,0.00748,1.95866,-0.18681,0.004424,0.3198,0.6132,0.0001828
819,1636362,0.01517,2.15144,-0.18285,0.008985,0.3143,0.5157,0.0001818
820,1638360,0.00994,2.20692,-0.15317,0.007068,0.2509,0.5758,0.0001808
821,1640358,0.01003,1.96501,-0.15575,0.006459,0.2816,0.5926,0.0001798
822,1642356,0.00687,1.92501,-0.13863,0.003834,0.2707,0.6704,0.0001788
823,1644354,0.00924,2.04831,-0.14722,0.004291,0.2487,0.6313,0.0001778
824,1646352,0.00766,2.03854,-0.2132,0.003881,0.3034,0.7258,0.0001768
825,1648350,0.00895,2.05473,-0.17126,0.00451,0.3177,0.6913,0.0001758
826,1650348,0.00886,1.93432,-0.15701,0.004141,0.284,0.6246,0.0001748
827,1652346,0.00793,2.02353,-0.16218,0.005419,0.3189,0.6418,0.0001738
828,1654344,0.00882,1.76292,-0.15651,0.005702,0.3634,0.5732,0.0001728
829,1656342,0.00774,2.05213,-0.14295,0.00507,0.2584,0.6522,0.0001718
830,1658340,0.01172,2.09727,-0.1328,0.004171,0.3139,0.5415,0.0001708
831,1660338,0.01871,2.21939,-0.14868,0.008748,0.4021,0.5537,0.0001698
832,1662336,0.00662,1.75701,-0.15456,0.003541,0.3084,0.5579,0.0001688
833,1664334,0.00468,1.74218,-0.16081,0.00327,0.2888,0.5561,0.0001678
834,1666332,0.00505,1.76458,-0.14102,0.002255,0.2559,0.6298,0.0001668
835,1668330,0.00627,1.78382,-0.14779,0.001988,0.2567,0.6514,0.0001658
836,1670328,0.00527,1.85655,-0.11551,0.003121,0.273,0.6113,0.0001648
837,1672326,0.00764,1.90475,-0.13802,0.002596,0.255,0.6185,0.0001638
838,1674324,0.01225,1.97791,-0.19093,0.003745,0.3411,0.6877,0.0001628
839,1676322,0.00551,2.19595,-0.11461,0.003174,0.3349,0.5293,0.0001618
840,1678320,0.00684,1.72658,-0.12966,0.003532,0.2834,0.5912,0.0001608
841,1680318,0.00514,1.84393,-0.15546,0.001005,0.2392,0.6448,0.0001598
842,1682316,0.00339,1.88173,-0.13506,0.001327,0.2542,0.601,0.0001588
843,1684314,0.01355,2.29787,-0.16197,0.003882,0.2954,0.6555,0.0001578
844,1686312,0.00785,2.18425,-0.11787,0.003413,0.2724,0.5248,0.0001568
845,1688310,0.0093,2.35482,-0.15347,0.005192,0.3544,0.5971,0.0001558
846,1690308,0.00655,1.9662,-0.13006,0.004063,0.3022,0.6356,0.0001548
847,1692306,0.00746,1.75124,-0.10487,0.003907,0.2617,0.6072,0.0001538
848,1694304,0.00569,1.76196,-0.1187,0.002398,0.2342,0.5353,0.0001528
849,1696302,0.00838,2.31589,-0.1349,0.007949,0.3098,0.4907,0.0001518
850,1698300,0.01114,1.66642,-0.17788,0.00475,0.3692,0.6949,0.0001509
851,1700298,0.01279,1.79202,-0.16455,0.006754,0.3396,0.7178,0.0001499
852,1702296,0.0053,1.93,-0.14773,0.002299,0.2878,0.7431,0.0001489
853,1704294,0.00464,1.76149,-0.14359,0.002297,0.225,0.6903,0.0001479
854,1706292,0.00693,2.22953,-0.12116,0.003026,0.2529,0.623,0.0001469
855,1708290,0.00696,2.09149,-0.16278,0.00365,0.3343,0.5438,0.0001459
856,1710288,0.00199,1.88858,-0.16719,0.00088,0.2076,0.7034,0.0001449
857,1712286,0.00596,2.23044,-0.14648,0.00215,0.2689,0.6643,0.0001439
858,1714284,0.00299,2.02211,-0.14132,0.001917,0.2467,0.6911,0.0001429
859,1716282,0.00528,2.02346,-0.1492,0.001883,0.258,0.5957,0.0001419
860,1718280,0.00504,1.85517,-0.14827,0.003303,0.2622,0.5796,0.0001409
861,1720278,0.00344,2.174,-0.1493,0.002692,0.2622,0.5613,0.0001399
862,1722276,0.00678,1.82782,-0.13653,0.004087,0.265,0.6619,0.0001389
863,1724274,0.00596,1.74506,-0.15331,0.002803,0.2507,0.5884,0.0001379
864,1726272,0.0111,2.19042,-0.15812,0.006086,0.3249,0.5694,0.0001369
865,1728270,0.00572,2.30453,-0.15,0.002633,0.2854,0.6144,0.0001359
866,1730268,0.00424,1.46621,-0.15502,0.002587,0.2692,0.7295,0.0001349
867,1732266,0.00399,2.08322,-0.14476,0.002405,0.2654,0.6677,0.0001339
868,1734264,0.0064,1.87249,-0.17224,0.004454,0.3318,0.6386,0.0001329
869,1736262,0.00891,2.10828,-0.1639,0.002066,0.2951,0.7612,0.0001319
870,1738260,0.00721,1.80882,-0.1485,0.001934,0.272,0.7228,0.0001309
871,1740258,0.00897,2.14276,-0.17159,0.003409,0.3022,0.6627,0.0001299
872,1742256,0.00893,2.15043,-0.14351,0.002709,0.321,0.592,0.0001289
873,1744254,0.01258,1.95845,-0.1601,0.00689,0.4004,0.6225,0.0001279
874,1746252,0.00972,2.47413,-0.15882,0.003721,0.3249,0.6495,0.0001269
875,1748250,0.0134,1.91961,-0.20154,0.006922,0.4235,0.6511,0.0001259
876,1750248,0.00526,1.95569,-0.16674,0.002515,0.2965,0.7016,0.0001249
877,1752246,0.01391,1.76929,-0.17343,0.005646,0.3423,0.7388,0.0001239
878,1754244,0.0083,1.91117,-0.17856,0.003083,0.3145,0.7118,0.0001229
879,1756242,0.00389,2.01931,-0.13397,0.001413,0.2228,0.6654,0.0001219
880,1758240,0.00595,2.12954,-0.14302,0.001941,0.2257,0.7081,0.0001209
881,1760238,0.00667,1.84701,-0.15095,0.002368,0.2562,0.7261,0.0001199
882,1762236,0.00464,2.03612,-0.14559,0.003458,0.2176,0.7121,0.0001189
883,1764234,0.00518,1.79602,-0.1463,0.00161,0.2327,0.64,0.0001179
884,1766232,0.00401,1.82722,-0.11617,0.001361,0.2333,0.7427,0.0001169
885,1768230,0.00503,1.73602,-0.13185,0.001842,0.2442,0.7358,0.0001159
886,1770228,0.00437,1.94368,-0.14113,0.002281,0.2609,0.6657,0.0001149
887,1772226,0.00313,1.8445,-0.14599,0.001633,0.2115,0.6835,0.0001139
888,1774224,0.00255,1.79914,-0.1674,0.001583,0.24,0.6236,0.0001129
889,1776222,0.00703,1.68209,-0.15181,0.002398,0.244,0.6807,0.0001119
890,1778220,0.00552,2.01807,-0.11666,0.00216,0.2446,0.6377,0.0001109
891,1780218,0.01129,1.98251,-0.1195,0.005217,0.3261,0.5948,0.0001099
892,1782216,0.00468,1.61297,-0.13241,0.001906,0.2716,0.5424,0.0001089
893,1784214,0.01242,1.73866,-0.139,0.009725,0.3368,0.6167,0.0001079
894,1786212,0.00512,1.92815,-0.13342,0.002083,0.305,0.6367,0.0001069
895,1788210,0.00645,1.57192,-0.13026,0.003378,0.2946,0.6584,0.0001059
896,1790208,0.00658,1.87429,-0.13999,0.004129,0.3033,0.5804,0.0001049
897,1792206,0.00615,2.02192,-0.1078,0.0024,0.2552,0.6613,0.0001039
898,1794204,0.00947,1.73129,-0.14848,0.004078,0.3272,0.6872,0.0001029
899,1796202,0.00458,1.64514,-0.15811,0.002509,0.3119,0.7051,0.0001019
900,1798200,0.00583,1.71797,-0.11126,0.003241,0.2895,0.6724,0.0001009
901,1800198,0.0042,1.86978,-0.14038,0.001945,0.2889,0.5827,9.99e-05
902,1802196,0.00956,1.90417,-0.12189,0.005779,0.3629,0.6151,9.89e-05
903,1804194,0.00499,2.04859,-0.14382,0.001394,0.3263,0.6575,9.79e-05
904,1806192,0.00875,1.85795,-0.15685,0.004008,0.3945,0.6762,9.69e-05
905,1808190,0.00306,1.92686,-0.14747,0.001165,0.2631,0.6791,9.59e-05
906,1810188,0.00866,1.86186,-0.15371,0.002718,0.3047,0.689,9.49e-05
907,1812186,0.00772,1.99528,-0.14324,0.003095,0.3841,0.6661,9.39e-05
908,1814184,0.00522,2.32678,-0.1507,0.002052,0.3439,0.5567,9.29e-05
909,1816182,0.00897,2.4364,-0.1442,0.002165,0.3756,0.5984,9.19e-05
910,1818180,0.01542,2.57574,-0.18007,0.007619,0.5138,0.4905,9.09e-05
911,1820178,0.00918,2.43462,-0.14695,0.003525,0.4012,0.6345,8.99e-05
912,1822176,0.00848,2.25449,-0.11511,0.002414,0.3624,0.6775,8.89e-05
913,1824174,0.0115,2.29587,-0.15999,0.00904,0.4265,0.6436,8.79e-05
914,1826172,0.01195,2.78612,-0.20686,0.012398,0.4146,0.6501,8.69e-05
915,1828170,0.00896,2.10013,-0.15165,0.002633,0.3347,0.768,8.59e-05
916,1830168,0.00446,2.42007,-0.1888,0.001601,0.3149,0.6491,8.49e-05
917,1832166,0.00623,2.22069,-0.16098,0.004866,0.3572,0.6848,8.39e-05
918,1834164,0.01093,2.137,-0.18358,0.004496,0.3896,0.4901,8.29e-05
919,1836162,0.00322,1.95512,-0.19829,0.003134,0.288,0.7015,8.19e-05
920,1838160,0.00344,2.59904,-0.14694,0.001654,0.2623,0.5568,8.09e-05
921,1840158,0.00579,2.16086,-0.19113,0.002306,0.3445,0.6091,7.99e-05
922,1842156,0.00506,2.31294,-0.18829,0.00177,0.3213,0.6536,7.89e-05
923,1844154,0.01248,2.24269,-0.19057,0.005672,0.4471,0.6276,7.79e-05
924,1846152,0.00736,2.20517,-0.18256,0.006528,0.3348,0.6866,7.69e-05
925,1848150,0.00701,2.28594,-0.1752,0.002595,0.3382,0.586,7.59e-05
926,1850148,0.00355,2.44998,-0.16693,0.002105,0.2737,0.6562,7.49e-05
927,1852146,0.00846,2.21039,-0.20439,0.00501,0.3858,0.7128,7.39e-05
928,1854144,0.00622,2.31431,-0.18593,0.002169,0.3195,0.6085,7.29e-05
929,1856142,0.00641,2.43342,-0.13324,0.002546,0.2921,0.5666,7.19e-05
930,1858140,0.01064,2.91531,-0.19376,0.030341,0.3686,0.534,7.09e-05
931,1860138,0.012,2.28241,-0.19735,0.006839,0.3843,0.6175,6.99e-05
932,1862136,0.00476,2.45885,-0.18622,0.001881,0.2772,0.7753,6.89e-05
933,1864134,0.00882,2.92733,-0.21539,0.005448,0.3965,0.606,6.79e-05
934,1866132,0.00932,2.59388,-0.20224,0.005594,0.3493,0.5912,6.69e-05
935,1868130,0.0071,2.48169,-0.17759,0.002172,0.2979,0.637,6.59e-05
936,1870128,0.0186,2.45768,-0.19145,6.646139582783767e+34,0.3586,0.6207,6.49e-05
937,1872126,0.01968,2.56059,-0.25408,0.013058,0.4154,0.6444,6.39e-05
938,1874124,0.0188,2.51041,-0.23254,0.008743,0.4064,0.6949,6.29e-05
939,1876122,0.00719,2.3903,-0.20737,0.003262,0.3048,0.7419,6.19e-05
940,1878120,0.00458,2.36588,-0.19417,0.001489,0.2438,0.7588,6.09e-05
941,1880118,0.0084,2.60435,-0.19061,0.003415,0.3395,0.6022,5.99e-05
942,1882116,0.00766,2.76209,-0.2371,0.004889,0.3476,0.588,5.89e-05
943,1884114,0.00965,2.458,-0.21397,0.005478,0.3841,0.7529,5.79e-05
944,1886112,0.0111,2.89086,-0.17206,0.004741,0.3436,0.7058,5.69e-05
945,1888110,0.02233,2.81969,-0.19929,0.01876,0.4297,0.6418,5.59e-05
946,1890108,0.01053,2.56411,-0.16184,0.003873,0.3333,0.6995,5.49e-05
947,1892106,0.01166,3.02304,-0.18793,0.005158,0.3334,0.7622,5.39e-05
948,1894104,0.01579,2.70949,-0.19747,0.016582,0.3522,0.6313,5.29e-05
949,1896102,0.01412,2.90339,-0.22107,0.00974,0.4055,0.608,5.19e-05
950,1898100,0.01292,2.67431,-0.20968,0.006929,0.3778,0.6631,5.1e-05
951,1900098,0.01634,2.8272,-0.24292,0.006608,0.3962,0.7062,5e-05
952,1902096,0.00511,2.78413,-0.19277,0.00201,0.2676,0.6906,4.9e-05
953,1904094,0.01517,2.90197,-0.22343,0.010808,0.3885,0.7171,4.8e-05
954,1906092,0.00343,3.03613,-0.21085,0.003705,0.282,0.6325,4.7e-05
955,1908090,0.00845,3.11076,-0.18405,0.0043,0.3631,0.6651,4.6e-05
956,1910088,0.01458,3.04947,-0.21099,0.013444,0.3762,0.6062,4.5e-05
957,1912086,0.0101,2.86893,-0.21449,0.003324,0.354,0.6866,4.4e-05
958,1914084,0.01087,2.53519,-0.13827,0.004202,0.3555,0.7537,4.3e-05
959,1916082,0.00536,3.09613,-0.20099,0.001937,0.2875,0.7367,4.2e-05
960,1918080,0.00693,2.7102,-0.22135,0.002049,0.3326,0.6593,4.1e-05
961,1920078,0.00492,2.73068,-0.16659,0.003768,0.2873,0.6195,4e-05
962,1922076,0.00849,2.35959,-0.20908,0.003536,0.3873,0.7379,3.9e-05
963,1924074,0.00494,2.59788,-0.20108,0.001272,0.2952,0.6603,3.8e-05
964,1926072,0.00624,2.80293,-0.26564,0.003043,0.361,0.6453,3.7e-05
965,1928070,0.01275,2.81677,-0.21405,0.010597,0.3784,0.6289,3.6e-05
